Value;Tahun;Komentar
Netral;2020;"'@aprillyavin @bamiyaww @tubirfess Kalau anak ppdb SMA jakarta tahun ini bisa jawab\n""kalah sama yang 20 tahun teh\xf0\x9f\x99\x82 ""'"
Netral;2020;'@NotUrAvgOG @pakaiibukany @undipmenfess @faiqabil70_ @ppdbjakarta Paling itu nadia yg ngirim menfessnya'
Netral;2020;'@infojakarta Coba PPDB nya merambah dong ke Depok Jan Jakarta doang \xf0\x9f\x98\x8e'
Netral;2020;'@ppdbjakarta @pakaiibukany @NotUrAvgOG @undipmenfess Midnight sale niel'
Netral;2020;'@ppdbjakarta wkwkwk siap bang liti'
Netral;2020;'@ppdbjakarta mantep kasposnye sophia latjiba pt syg pt php wkwkw'
Netral;2020;'@pakaiibukany @ppdbjakarta @undipmenfess Kirain dibakar karna stock galaku'
Netral;2020;'@undipmenfess Gabisa, udah ada contohnya ini @ppdbjakarta'
Netral;2020;'@NotUrAvgOG @undipmenfess @ppdbjakarta Kan elu yang ngajarin gas'
Netral;2020;'@ismadinata @grace_nat Silahkan update ke medsos kami bro, disitu lengkap rekam jejak fraksi PSI Jakarta saat polemik PPDB kmarin. \xf0\x9f\x99\x82'
Netral;2020;'@NotUrAvgOG @pakaiibukany @lapargus @weirdcurl_ @ppdbjakarta @faiqabil70_ @GMeunasa Astaga mending jomblo drpd hrs sm nadia.. kasian cowonya \xf0\x9f\x98\xad'
Netral;2020;'Kelompok perwakilan orangtua siswa mengajukan gugatan Gub DKI &amp Kadinas pendidikan DKI Jakarta ke PTUN DKI Jakarta. Gugatan tersebut terkait kebijakan Penerimaan Peserta Didik Baru (PPDB) berbasis usia.\n\nTalk bersama Sekretaris Perkumpulan Koloni 8113,  Jumono. https://t.co/9ClmCqcIYy'
Netral;2020;'Orang Tua Gugat PPDB DKI Jakarta ke PTUN https://t.co/XKzcDAAQdV'
Netral;2020;'Tahun Pelajaran baru sudah dimulai. Walaupun harus sekolah online, adik-adik tetap semangat untuk belajar, ya!\n\nKita kilas balik yuk, apa saja jalur PPDB yang disiapkan Pemprov DKI? Dan kenapa sih ada banyak jalur?\n\n#jagajakarta #DisdikDKI #PPDBJakarta\nhttps://t.co/9CvgS2sRhi'
Netral;2020;'Mau ngga mau kudu baca2 web nya ppdb jakarta...just in case... https://t.co/BgqqNVSFw5'
Netral;2020;'Sejarah mencatat PPDB DKI Jakarta https://t.co/bSvQEFGTAp'
Netral;2020;'Kisruh Penerimaan Peserta Didik Baru (PPDB) 2020 di DKI Jakarta hingga saat ini masih menjadi perbincangan.\n#KAMUHARUSTAU \n#PPDB\n#ppdbdki2020 \n\nhttps://t.co/JPBJMSN80r'
Netral;2020;'Anies Baswedan minta kajian penyaluran bantuan bagi seluruh siswa yang gagal dalam PPDB 2020. #KoranTempo #Jakarta\nhttps://t.co/bhCrY2LATK'
Netral;2020;'Pelaksanaan Sosperda No 2 Tahun 2016 tentang Kepemudaan oleh Ketua Fraksi NasDem DPRD DKI Jakarta, Wibi Andrino\n\nPada kesempatan ini @wibiandrino menyerap banyak aspirasi, seperti masalah kesehatan, PPDB DKI, hingga pelatihan UMKM online\n\n@DPWNasDemJKT @NasDem \n\n#FraksiNasDemJKT https://t.co/4GhrvEFfIj'
Netral;2020;'Dinas Pendidikan DKI Jakarta menanggapi kabar soal adanya siswa berprestasi bernama Aristawidya Maheswari. Gadis yang kerap disapa Arista itu gagal lolos PPDB DKI meskipun memiliki banyak prestasi. #PPDB #PPDBDKI https://t.co/eMansno8k4'
Netral;2020;'Tahun ajaran baru 2020/2021 sudah dimulai. Namun, setidaknya ada 7.798 kursi dalam kuota Penerimaan Peserta Didik Baru (PPDB) DKI Jakarta Tahun 2020 yang kosong. #PPDB #PPDBDKI https://t.co/SSpGDe3DRd'
Netral;2020;'Terdapat 106 nama yang mengadukan nasibnya ke KPAI karena gagal lolos PPDB DKI. Daftar 106 itu telah diserahkan ke Disdik DKI Jakarta untuk ditindaklanjuti. #PPDB #PPDBDKI https://t.co/BhbDIgnNLj'
Netral;2020;'PPDB Jakarta resmi berakhir. Tahun ini, PPDB Jakarta menambah syarat usia untuk peserta didik. #kumparanNEWS https://t.co/nPpZtwbGwn'
Netral;2020;'PPDB DKI Jakarta 2020 Selesai, Ribuan Kursi Masih Kosong https://t.co/hvi02lrzxy'
Netral;2020;'Kursi kosong Sekolah Negeri usai PPDB Jakarta paling banyak terdapat pada jenjang Sekolah Dasar (SD), yakni 6,71 persen atau 6.666 kursi. #kumparanNEWS https://t.co/p2HVAQVRI1'
Netral;2020;'Dinas Pendidikan DKI Jakarta sebut ada kursi tersisa usai PPDB 2020 https://t.co/L55jEDEh6b https://t.co/wk1TtxBOON'
Netral;2020;'PPDB Jakarta 2020/2021 sisakan 7.758 kursi kosong\nhttps://t.co/HFTsCFgban https://t.co/lUnVOgOtjs'
Netral;2020;'PPDB Berakhir, Masih ada 7.758 Kursi Kosong di Jakarta. Penyebab adanya kursi kosong pada penutupan PPDB zonasi adalah sekolah berlokasi di dekat pusat perkantoran atau di Kepulauan Seribu.  https://t.co/qD0pwLK3UY'
Netral;2020;'[ PPDB 2020 DKI JAKARTA POLEMIK PERSYARATAN USIA DALAM PBB ]\n\nHalo sahabat FEMA!\n\nPelaksanaan PPDB di DKI Jakarta tahun ini, terdapat perbedaan yaitu penggunaan usia sebagai salah satu faktor pertimbangan dalam penerimaan calon peserta didik baru. https://t.co/F1gdwYA4Eh'
Netral;2020;'SDN Srengseng 5 Pagi, Kembangan, Jakarta Barat mengadakan sosialisasi Pembelajaran Jarak Jauh (PJJ) bagi para wali murid. https://t.co/RvxzgBKMzo #ppdb #pendaftaranppdb #antreanppdb'
Netral;2020;'ILUNI UI kembali mengadakan berbagai webinar di antaranya pro-kontra kebijakan PPDB DKI Jakarta dan webinar seputar inovasi koperasi. Policy Center ILUNI UI juga kembali mengadakan diskusi yg diunggah ke Spotify dan Youtube ILUNI UI, serta diskusi dgn para aktivis Alumni UI. https://t.co/kSh8xmBgc8'
Netral;2020;'@ikramarki ikut ppdb jakarta bang'
Positif;2020;'@historydino Gue tadinya mau ipa tpi gara2 kelempar mulu jadi terpaksa milih ips\n\nTadinya mau linjur sih ternyata IPS enak juga xixixixix makasih PPDB Jakarta'
Positif;2020;'Sistem Penerimaan Peserta Didik Baru (PPDB) rupanya menyisakan kisah haru, Bunda. Seorang putri sopir angkot berhasil lolos SMA favorit di Jakarta. https://t.co/aMdGtrmZ2y'
Positif;2020;'Cerita PPDB 2020 di #Jakarta. \nCalon siswa dari keluarga miskin bisa masuk sekolah #favorit. Inilah semangat pendidikan #tuntas #berkualitas di ibukota #Indonesia. #pendidikan #jakartakolaborasi @dkijakarta @Disdik_DKI \n\nhttps://t.co/FEDzZp6aVg https://t.co/7RodqYnQW4'
Positif;2020;'#News: Ketua Komisi E Apresiasi Bantuan untuk Siswa Tak Lolos PPDB  https://t.co/sziHA5qW2i | Berita Jakarta'
Positif;2020;'setelah Anies dikecam tentang PPDB.  \nkini Anies menjawab :\nTanpa harus mengurus surat miskin 85.500 lebih siswa di DKI Jakarta bakal memperoleh bantuan uang pangkal utk masuk ke sekolah swasta. Mereka adalah siswa yg gagal dalam jalur PPDB 2020. Total anggaran yg sebanyak 171 M. https://t.co/6GrGrmXWxu'
Positif;2020;'Beruntung yaaa warga Jakarta punya Gubernur yg sangat peduli..\n\nSelain Uang Pangkal, Pemprov DKI Akan Bantu SPP Siswa Gagal PPDB yang Masuk Sekolah Swasta https://t.co/mBtkIDEVTH'
Positif;2020;'Pemprov DKI Jakarta akan membantu sebanyak 85 ribu siswa yang tidak lolos seleksi pendaftaran PPDB dan terpaksa harus mengenyam pendidikan di sekolah negeri #merahputih #jakarta #PSBB  https://t.co/pHOTqtgq88'
Positif;2020;'Pemprov DKI Jakarta Bantu 85.000-an Siswa Tidak Lolos PPDB Ke Sekolah Swasta https://t.co/X7pC5jc8Nn'
Positif;2020;'Pemerintah DKI Jakarta siapkan dana Rp171 miliar untuk bantu Siswa Sekolah Swasta https://t.co/vczs7rja8c\n\n#pemerintahdkijakarta #pemprovdkijakarta #jakarta #ppdb #dampakcovid19 #lensaindonesiacom'
Positif;2020;'DPRD DKI Jakarta akan mengawal rencana kucuran anggaran senilai Rp171 miliar yang akan dikeluarkan Pemprov DKI Jakarta sebagai insentif bagi siswa yang tidak lulus PPDB agar bisa masuk di sekolah swasta. #KAMUHARUSTAU\n\nhttps://t.co/4JkPQE70xQ'
Positif;2020;'Bantuan dari Pemprov DKI Jakarta berupa uang pangkal siswa yang bersekolah ke swasta jika siswa tersebut terdampak pandemi virus corona. https://t.co/MEmJgci1TH #ppdb #cegahcorona #PPDB2020'
Positif;2020;'Anggaran senilai Rp171 miliar telah disiapkan Pemprov DKI Jakarta untuk bantuan pendidikan bagi siswa sekolah SD/SMP/SMU yang tidak lolos PPDB untuk masuk di sekolah swasta. #KAMUHARUSTAU\n\nhttps://t.co/WaRScUV8iE'
Positif;2020;'Walaupun proses PPDB di DKI Jakarta menuai polemik, tapi Ketua Komisi E DPRD DKI Jakarta menilai keseluruhan proses sudah baik. #KAMUHARUSTAU\n\nhttps://t.co/XxKxiaFnWm'
Positif;2020;'Disdik: Peserta KJP Yang Tak Lolos PPDB Cicil Uang Pangkal Swasta. Agar tidak berat dalam mengeluarkan biaya pendidikan di sekolah swasta, Kepala Dinas Pendidikan DKI Jakarta menyarankan agar para siswa penerima KJP mencicil biaya pendidikannya.  https://t.co/TL0FGGbA3U'
Positif;2020;'Teman-teman Saya sedang mencari narasumber untuk artikel di https://t.co/NvfHWpmli6 apakah ada saudara atau kerabat yang bisa berbagi pengalaman di PPDB Jakarta 2020\n\nMohon bantuannya\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
Positif;2020;'@kompascom Kompas judulnya yg jelas bukan karena aturan PPDB Jakarta cuy jadi seolah\xc2\xb2 Pemprov DKI yg salah semua daerah itu sama aturan PPDB nya.'
Positif;2020;'Usai Kisruh PPDB DKI Jakarta, Sekolah Swasta Kini Diusulkan Agar Dibiayai oleh APBN https://t.co/o5CZHRYZ1l'
Positif;2020;'@AirinAirin_NZ Buzzerp goblok..sistem PPDB kyk gitu hampir semua daerah di Indonesia ngelakuin. Yang diserang cuma Jakarta doang. Itu kemauan anjing2 media dan buzzerp2 sampah macam lu. Coba tanya bos gojek gi dah nyet \xf0\x9f\x98\x81\xf0\x9f\x98\x81 https://t.co/kJrXNkcdl6'
Positif;2020;'@firdaanggie Ppdb depok gak kayak ppdb jakarta. Ppdb depok lama'
Positif;2020;'Pengamat Karangan Bunga: PPDB DKI Jakarta itu Mengikuti aturan Permendikbud No. 44/2019 Tentang PPDB, yang diberlakukan disetiap daerah. Jadi Kalau Ada Yang Kirim Karangan Bunga ke Kantor Anies, Berarti si Pengirim Salah Alamat, harusnya dikirim ke kantor mantan Kang GOJEK. https://t.co/sPq6BfiNj4'
Positif;2020;'@sigitwid @psi_id @PSI_Jakarta @idris_ahmad1 saya kira banyak masalah di PPDB ini\ndan bukan hanya di pemprov DKI aja\nkhususnya itu jalur zonasi\npernahkan anda mempertanyakan langsung ke menterinya ???'
Positif;2020;'@FarhanNazrull @Itsonlymyhead @qomara_dwi @Adinda_1707 Alhamdulillah kalo gitu, gua nge-share itu cuma mau kasih tau kalo masalah ppdb bukan hanya di Jakarta tapi juga di beberapa daerah lain,  pemda juga pastinya menjalankan sesuai peraturan kemendikbud karena yang jadi regulator ya si Kemendikbud'
Positif;2020;'gw heran, soal PPDB kenapa yg didemo cuman DKI Jakarta dan padang aja?\n\npadahal yg bikin aturan kan Mendikbud #MendikbudSalahUrus'
Positif;2020;'@Itsonlymyhead @qomara_dwi @Adinda_1707 https://t.co/BXxG6bREcx\nNih mba bukti kalo ppdb di Jakarta itu emang kebijakan Kemendikbud'
Positif;2020;'@Itsonlymyhead @Adinda_1707 Anda tau masalah ppdb itu bukan cuma di jakarta bro, daerah lain juga sama, hanya saja telanjur sakit hati ya susah, kemarin anis paling awal antisipasi korona ndak ada tu kalian mengapresiasi, emang hati kalau udah hitam yang baik juga akan terlihatjahat.'
Positif;2020;'@nursftriii @Adinda_1707 Ppdb itu masalah bukan cuma di jakarta loh tempat lain juga sama, sistem zonasi yang di buat oleh pemerintah menimbulkan dampak yang buruk untuk pendidikan di +62 terutama daerah kok cuma anis aja yang disalahkan aneh.'
Positif;2020;'PPDB Jakarta 2020, PSI Minta DKI Bantu Anak Masuk Sekolah Swasta https://t.co/i9b6knvsFq'
Positif;2020;'Kemendagri Fasilitasi Upaya Penyelesaian Permasalahan PPDB DKI Jakarta https://t.co/CrcaDjUss9'
Positif;2020;'Ini Penjelasan Kemendagri Terkait Permasalahan PPDB DKI: Pelaksana Tugas (Plt) Sekretaris Jenderal Kemendagri Muhammad Hudori mengatakan, pihaknya sudah menemukan titik temu permasalahan terkait Penerimaan Peserta Didik Baru (PPDB) DKI Jakarta. https://t.co/CYdFmBkdtp'
Positif;2020;'Wakil Ketua DPRD DKI Jakarta Zita Anjani berjanji mengawal bantuan bagi siswa yang akhirnya harus bersekolah di swasta setelah gagal masuk sekolah negeri. https://t.co/4YqCltTt4L #ppdbonline #ppdb #PPDB2020'
Positif;2020;'@eranolok @jokowi Adduh @eranalok\nPPDB yg saat ini d lakukan d DKI adalah program @Kemendikbud_RI \nAnda akan terlihat bodoh ketika anda menyabut gubernur jakarta yg di salahkan!!!!!'
Positif;2020;'@CNNIndonesia masalah PPDB kena yang disorot hanya DKI Jakarta ya, bukannya daerah lain mengalami hal yang sama..'
Positif;2020;'Kemendagri, Kemendikbud dan Pemprov DKI Sudah Temukan Titik Temu Soal PPDB: Sementara itu Plt Irjen Kemendikbud, Chatarina Muliana Girsang menuturkan, pihaknya telah melakukan sinergi bersama Pemprov DKI Jakarta terutama terkait jalur zona RW. https://t.co/LOVjdN7Wra'
Positif;2020;'Sahabats yg baik hati, bila turut prihatin dgn fenomena kecerobohan implementasi kebijakan PPDB DKI Jakarta tahun 2020, khususnya seleksi melalui jalur zonasi, mari bersama berupaya untuk mengubah dan merevisinya melalui petisi pada link ini: https://t.co/Ma9NHJ1mvp'
Positif;2020;'@MIrvanDarwin1 Kalau Anies Baswedan tidak benar, mari kita kritik bersama.\nTapi kalau Anies tertatih-tatih urusan PSBB Jakarta karena kebijakan Presiden Jokowi.\nTapi kalau Anies tertatih-tatih urusan PPDB Jakarta karena kebijakan Mendikbud.\nMaka silahkan nalar anda dibenahidulu.'
Positif;2020;'tvOneNews (@tvOneNews) menge-Tweet: Pengamat pendidikan menyebutkan jika pelaksanaan PPDB Zonasi di DKI Jakarta justru memberikan rasa keadilan bagi masyarakat menengah ke bawah. #CariBeritaditvOne #diRumahNontontvOne #PPDBDKI https://t.co/nzb2qCXdyn (https://t.co/UkzpD09A8x)'
Positif;2020;'@MIrvanDarwin1 Aturan PPDB itu dari mendikbud ya, berlaku disemua sekolah di Indonesia bukan cm Jakarta, kok yg disalahkan Gubernur ???'
Positif;2020;'@Dennysiregar7 @DKIJakarta *Nadiem ngaku salah, pembully Anies terdiam*\nhttps://m*.detik.com/20detik/detikflash/20200702-200702083/mendikb\nud-nadiem-akui-ppdb-jakarta-kecewakan-orang-tua-murid'
Positif;2020;"'@Nadiem_Makarim @Itjen_Kemdikbud @jokowi @AristSirait @LBH_Jakarta  Yth Bpk Nadiem Makarim, Terimakasih atas atensinya. Besar harapan kami bapak bisa meluruskan masalah ini. ""Kisruh PPDB DKI, Mendikbud Nadiem Siap Koordinasi ke Mendagri Tito"" https://t.co/zx00iEZNFM'"
Positif;2020;'Alhamdulillah, masuk PPDB jakarta bun.. https://t.co/9OOvOvcsU1'
Positif;2020;'sama seperti tahun2 sblmnya dimana akan terus ada sekolah2 favorite yg di dominasi oleh sekolah2 favorite jenjang sblmnya. \n\n3. Mengapa PPDB DKI pakai usia bukan jarak karena demografi Jakarta berbeda dgn daerah lain dimana di Jakarta penduduknya sangat padat, banyak pemukiman2'
Positif;2020;'Untuk adik2 yg merasa kecewa, marah akibat tidak masuknya di sekolah negeri karena sistem PPDB, hanya mengingatkan bahwa ini bukanlah akhir dari segalanya. Tetap semangat..#Jakarta #ppdbdki #ppdbdki2020 #ppdbdarirumah'
Positif;2020;'Pengurus dan kader PSI dirikan Posko untuk bantu warga yang kesulitan daftarkan anaknya dalam program Penerimaan Peserta Didik Baru (PPDB). Semoga keruwetan penerimaan siswa baru di Jakarta segera teratasi. https://t.co/yGR3JEZuSX'
Positif;2020;'@rohmani366 @SalmaBrecht @mas__piyuuu Coba temen\xc2\xb2 Jateng n Jabar ada nggak faktor usia dalam PPDB 2020, kasihan wan Anis? Kok senter DKI Jakarta saja yang disorot?'
Positif;2020;'Pengamat pendidikan menyebutkan jika pelaksanaan PPDB Zonasi di DKI Jakarta justru memberikan rasa keadilan bagi masyarakat menengah ke bawah. #CariBeritaditvOne #diRumahNontontvOne #PPDBDKI https://t.co/PnDLKlwlCr'
Positif;2020;'KPAI Apresiasi Solusi PPDB DKI yang Diwarnai Kisruh Syarat Usia \n#ppdbjakarta \n#ppdbdki \n@KPAI_official \nhttps://t.co/U3DXxvahTp'
Positif;2020;'[UPDATE]\n\nternyata ada jalur baru untuk PPDB DKI Jakarta. jalur zonasi baru berkenaan dengan mereka2 yg rumahnya masih 1 RW. setidakny ada harapan bagi adek2 yg belum dapet sekolah dan lokasinya berada se-RW dengan sekolah yg dituju.\n\nhttps://t.co/OgVIJq0oAc'
Positif;2020;'Opini saya sih PPDB 2020 DKI Jakarta jangan dibatalkan atau diulang. Malah menambah stress OTM dan CPDB. Akan membuat masalah baru.\nPerbaiki saja, beri solusi tanpa masalah baru untuk CPDB yg tak lolos seleksi karena usia.'
Positif;2020;'Ada kabar baik dari Kemendikbud soal PPDB DKI Jakarta. Semoga menyelesaikan kekisruhan. #Kemendikbud https://t.co/8YngE4YIah'
Positif;2020;'Dailami Firdaus: Kisruh PPDB Jakarta Harus Dicarikan Solusinya, Pasti Bisa! https://t.co/ms0PugaNFB'
Negatif;2021;'@fluffymarkwin HEH YAAMPUN SENASIB BGT \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad udah beli tiket pesawat segala macem sampe panggil tukang buat benerin rumah jakarta buat nginep eh pas masuk web tiket serasa lagi ppdb masuk SMA \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
Negatif;2021;'temen temen smp gue kayaknya pada bagus bgt nasibnya di sma. gue di sini masih merenungi ppdb Jakarta 2021'
Negatif;2021;'@GL0WINGSUNSETS pokonya udh lo di osis atau ekskul jabatannya apa, langsung ajuin aja biar dapet poin. tp gue entah gatau bandung gmn, krna tiap daerah beda\xc2\xb2 sistem ppdb prestasinya, cuma jakarta emg jelek bet anjr \xf0\x9f\x98\x85'
Negatif;2021;"""@aqueelogy Aaaa queela kerenn ! \nAku juga seangkatan sama kamu , JAKARTA PPDB NYA MAKE UMUR MAU NANGIS \xf0\x9f\x98\xad umur aku masi 14 malah saat itu..... Udh pasrah bgt gabisa masuk SMA \xf0\x9f\x98\x94 jdi aku SMK xixixi , tpi i'll do my best"""
Negatif;2021;'Cerita di Bulan Juli, Seleksi PPDB DKI Jakarta yang Mengecewakan https://t.co/9TgyYoH0fg https://t.co/xcFkM8jr3d'
Negatif;2021;"'sampe skrg masih ga terima hehe ga msk negeri\n\nmaap kawan"" yg dapet emg belom rela aja \xf0\x9f\xa5\xb2\n\nppdb jakarta'"
Negatif;2021;'paling anti liat ppdb jakarta'
Negatif;2021;'@schfess what ppdb jakarta peluang besar nya yang umur lebih tua??'
Negatif;2021;'@alloeverea iyaa betul bgt, pas kls 9 stress mikirin gituan. ap lg tinggalnya di jakarta. khawatir sm ppdb yg sgjslshal :^)'
Negatif;2021;'Jujurly gue baru tau ginian pas kelas 11, asli pas lagi ppdb gt pernah disaranin masuk sma jakarta biar berangkat bareng emak, untung gajadi dah'
Negatif;2021;'@5RKCOLLECT sama\xc2\xb2!! semangat ya belajarnya, soalnya di dom aku jakarta sistem PPDB kacau banget wkwk. kalo dom kamu bukan jakarta ya aman, aku dulu korbannya ppdb jakarta \xf0\x9f\x98\xa5'
Negatif;2021;'@flowerbeanjie Ya swasta, apalagi\xf0\x9f\x9a\xb6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x9a\xb6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f aku juga numpang kk buat masuk smp dulu pas 2016, biar bisa masuk smp negri jakarta :( tapi ppdb jkt ini ygsekarang aneh gitu lohh pake zona prioritas :((( pake rt rw, gapake jarak dari sekolah ke rumah kan yaa adh aneh deh males banget males sama ppdb\xf0\x9f\x9a\xb6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x9a\xb6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
Negatif;2021;'Tidak diterima #PPDBJakarta 2021 jalur mana pun, zonasi semuanya p3. Sekarang swasta kuota membludak anak kami juga tidak diterima. Apa pendapat Anda pak @aniesbaswedan @nadiemmakarim ibu kepala @Disdik_DKI ? Apakah tebersit bagaimana perasaan anak? @PPDBDKI1'
Negatif;2021;'#PPDBJakarta\nKasian anak yg sudah bertahan dari awal Kalau sampai tergeser, karena kemungkinan adanya tambahan nilai baru yg tidak logis. Saya mohon di pantau pa. terimakasih'
Negatif;2021;'Kepada yth\n#PPDBJakarta\n\nTolong di bantu di cek nilai yg sedang berlangsung seleksi. Sepertinya nilainya tidak normal semua.  Karena KL nilai segitu di atas 60 knapa baru daftar sekarang padahal di akademi jalur pertama lolos. Sekarang sepertinya ada yg bisa update nilai.(oknum)'
Negatif;2021;'@madloubear cape ya? sama aku juga, gw korban ghosting ppdb jakarta sebulan, gw ikut semua jalur kepental semua, kemaren aja gw ikut tahap kedua dipental lagi (mana kursinya dikit bet 2-4 doang) pendaftaran swasta tempat gw rata-rata dah tutup, nasib\xe2\x80\x9d ampe sekarang stress bet gw'
Negatif;2021;'ppdb jakarta tahun ini kenapa ga jelas banget si ya Allah mau minggat aja'
Negatif;2021;'Disaat Pendidikan tidak BERPIHAK pada anak-anak yg kurang mampu..\nJangan salahkan kaum VANDAL tumbuh subur di #Indonesia \n.\n#PPDBJakarta \n@PPDBDKI1 \n@kemenpendidikan \n@Disdik_DKI \n@jokowi'
Negatif;2021;'ppdb jakarta kacau'
Negatif;2021;'Rasany ga lolos japres karna kalah osis sama ekstra\nRasany ga lolos afirmasi karna kjp\nRasany ga lolos zonasi karna umur\nRasnay ga lolos tahap dua karna persentil sidanira n dikit bet bangku kosongnya\n\nKena mental men \n\nPpdb tahap 2 jakarta https://t.co/vb3BQohrFQ'
Negatif;2021;'PPDB JAKARTA BANGSAT'
Negatif;2021;'PLEASE MAU SEKOLAH DIMANA COBAA. Di tolak 2x ( 6 sekolah ) sama ppdb tahap 2 jakarta. pliss gue dah kalah di japres karna persentil di zonasi gue kalah umur. tahap 2 kenapa persentil lagi sii woiii\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/Vr69E7bxx1'
Negatif;2021;'@plutoboipltpxp Udah cape gw ppdb jakarta gajelas'
Negatif;2021;'Sudah sekian jam sejak dibuka #ppdbtahap2 tampilannya masih begini. Gimana kita tau bahwa kita masuk atau enggak? @Disdik_DKI #ppdb #ppdbdki #ppdbjakarta https://t.co/TbevbQ1man'
Negatif;2021;"""Serius pengen nanya, ada yang tau gak kenapa pemerintah buat sistem *PPDB Jakarta* jalur zonasi pake umur dan jarak gini bukannya nilai???. Kalo kek gini terus bisa stress karena umur gw kemudaan :')"""
Negatif;2021;'sebulan stress cuma karna ppdb jakarta aneh'
Negatif;2021;'web ppdb jakarta eror terus huhu'
Negatif;2021;'Ppdb jakarta makan gaji buta gajelas peraturannya. Kasian anak2 \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0'
Negatif;2021;'Ppdb jakarta tolong pecat pegawai pegawai yg gabisa kerja. Kebijakan2 yg gamasuk akal!!!! makin edan aja peraturannya sekola ya pake nilai bukan umur'
Negatif;2021;'Ppdb jakarta gajelas'
Negatif;2021;'@jexatommo oalah, luar jakarta itu offline ya. kalo di jkt dari 2011 udh ppdb online, lupa sejak kapan mulai online. dan dari dulu sampe sekarang pasti ada aja problem di servernya. heran saya, gak berubah padahal udh bertahun tahun'
Negatif;2021;'Kasihan banget liat ibu2 yg pasrah nunggu sisa kursi sekolah.....bener2 ppdb yg menguras emosiiiii #PPDBJakarta #ppdb2021'
Negatif;2021;'ppdb jakarta sekarang kacau banget sistem prestasi pake umur&amppersentil, sistem zonasi pake umur. udah deh yg umur muda tapi pinter kalah sama yg umurnya lebih lebih lebih-_- https://t.co/cDGGsZ5uI1'
Negatif;2021;'ppdb jakarta ngaretnya kelebihan ih sia sia gua bangun pagi AAAABBHHJIIIINNGGG https://t.co/9jgHSeWlPK'
Negatif;2021;'PPDB JAKARTA KENAPA SISTEMNYA NGESELIN DAH'
Negatif;2021;'@sallyours_ ppdb jakarta tahap kedua,blum bisa pilih skolah pdhl udh jam 8 lewat'
Negatif;2021;'nie ppdb jakarta gmn sii, gua mau daftarin sepupu gua biar cepet malah kaga bisa milih skolah'
Negatif;2021;'INI GIMANA PPDB JAKARTA MASA GA ADA PILIHAN SEKOLAH NYA?\xf0\x9f\x98\x91'
Negatif;2021;'Ini bukan cm gw doang kan yg tahap dua ga ada tulisan pilihan sekolah, sumpaahh takut bnget:((\n#ppdbtahapdua \n#ppdbjakarta'
Negatif;2021;'Welcome to Jakarta\nDimana ppdb\nJalur prestasi bukannya nilai akademik doang\nTetapi malah ada nilai non akademik\n\nWelcome to Jakarta\nDimana ppdb \nYang katanya jalur zonasi \nTapi yang keterima malah yang umurnya lebih tua'
Negatif;2021;'@tumciiatp Heh, iya sih aku juga kaget di PPDB Jakarta \xf0\x9f\x98\xad,. Untung di tempat ku belum ada sistem umur, masih nilai.'
Negatif;2021;'Baru lihat ppdb sma negeri di dki , salah satu sma berkualitas di jakarta barat , dari 70 siswa yg diterima 97% semua diatas 16 thn , yg berusia dibawahnya tidak diterima.\n\nKeberpihakan ? Tidak \nKeadilan ? Tidak\n\nCarut marut kebijakan .'
Negatif;2021;'Orangtua Protes PPDB Zonasi Jakarta, Jarak 500 Meter Tak Lolos Gara-gara Kalah Umur\nKlik untuk baca: https://t.co/qFvGKIgmND \n\nTerpaksa mengalah karena sistemnya ga jelas. terpaksa ga sekolah karena ga bisa bersaing Sama yg lebih tua. kasian s dd..\n@Disdik_DKI'
Negatif;2021;'sistem ppdb jakarta ANCUR ANCUR.'
Negatif;2021;'ppdb jakarta anjing dah'
Negatif;2021;'@abi_burhan888 @PPDBDKI1 @ppdbdki Umur 20 punya KTP bisa kerja.\nUmur 14 tahun KTP ga punya...mau kerja apa??? Bagi calon siswa yg tidak mampu masuk swasta...???\n.\n#DisdikDKI\xe2\x81\xa3\xe2\x81\xa3\n#DisdikDKI\xe2\x81\xa3\xe2\x81\xa3\xe2\x81\xa3\n#PPDBJakarta\xe2\x81\xa3\xe2\x81\xa3\xe2\x81\xa3\n#PPDB\xe2\x81\xa3\xe2\x81\xa3\xe2\x81\xa3\n@jokowi \n@nadiemmakarim https://t.co/jyuLmjQzOu'
